City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,praya,14.9215,-23.5087,24.3,78,30,6.17,CV,1702336238
365,shenjiamen,29.9576,122.298,8.91,83,100,10.56,CN,1702336271
366,la passe,45.5549,-0.8967,14.13,88,100,5.34,FR,1702336272
367,red deer,52.2668,-113.802,-6.95,90,66,3.15,CA,1702336272
368,el hadjira,32.6134,5.5126,17.46,37,0,4.72,DZ,1702336272
369,ceelbuur,4.685,46.6176,24.72,78,58,5.03,SO,1702336272
370,vorgashor,67.5833,63.95,-18.23,89,100,6.25,RU,1702336272
371,monrovia,6.3005,-10.7969,25.87,80,44,2.11,LR,1702336273
372,sao vicente,-23.9631,-46.3919,24.1,26,98,3.17,BR,1702336273
373,lloydminster,53.2835,-110.0016,-9.07,56,47,3.04,CA,1702336273
374,zahedan,29.4963,60.8629,10.84,31,84,1.85,IR,1702336273
375,sambava,-14.2667,50.1667,24.49,90,35,3.74,MG,1702336273
376,sant'antioco,39.0664,8.4522,15.51,93,44,3.72,IT,1702336273
377,aneho,6.2333,1.6,27.59,79,32,3.5,TG,1702336274
378,northam,51.0333,-4.2167,13.7,94,68,5.54,GB,1702336274
379,mezhdurechenskiy,59.6,65.9333,-30.09,94,40,2.19,RU,1702336274
380,poso,-1.3959,120.7524,26.76,80,61,0.95,ID,1702336274
381,penzance,50.1186,-5.5371,12.38,89,72,9.21,GB,1702336275
382,trondheim,63.4305,10.3951,-1.95,84,36,0.45,NO,1702336236
383,kodiak,57.79,-152.4072,-0.27,59,0,6.69,US,1702336136
384,susuman,62.7833,148.1667,-21.68,96,100,2.24,RU,1702336275
385,charters towers,-20.1,146.2667,24.37,83,100,6.76,AU,1702336276
386,vanimo,-2.6741,141.3028,28.34,78,97,3.23,PG,1702336276
387,puerto baquerizo moreno,-0.9,-89.6,25.55,83,75,5.14,EC,1702336276
388,karratha,-20.7377,116.8463,25.93,44,0,2.91,AU,1702336165
389,labrador city,52.9463,-66.9114,-7.81,95,100,2.97,CA,1702336276
390,portland,45.5234,-122.6762,12.25,92,100,1.54,US,1702336043
391,cahors,44.4167,1.3333,10.88,94,100,1.74,FR,1702336276
392,ruteng,-8.6136,120.4721,19.59,86,99,0.29,ID,1702336277
393,taoudenni,22.6783,-3.9836,19.91,20,44,5.33,ML,1702336278
394,tostado,-29.232,-61.7692,28.32,45,0,4.16,AR,1702336278
395,iguape,-24.7081,-47.5553,22.18,79,63,3.54,BR,1702336020
396,pangoa,-12.1167,-73.0,22.99,97,92,0.67,PE,1702336278
397,gwio kura,12.6753,11.0682,17.01,30,1,4.06,NG,1702336279
398,kathmandu,27.7167,85.3167,8.12,93,40,1.54,NP,1702336105
399,holualoa,19.6228,-155.9522,26.42,81,40,4.12,US,1702336279
400,grabovo,53.3875,45.064,-11.7,82,100,8.01,RU,1702336279
401,santa rita do passa quatro,-21.7103,-47.4781,20.41,87,66,1.52,BR,1702336251
402,santa sylvina,-27.8326,-61.1375,26.8,44,0,4.74,AR,1702336280
403,semera,11.501,41.201,21.4,60,12,5.18,ET,1702336280
404,vallenar,-28.5708,-70.7581,24.79,38,0,2.16,CL,1702336239
405,springs,-26.25,28.4,13.41,99,100,3.39,ZA,1702336280
406,kenai,60.5544,-151.2583,0.05,85,75,5.66,US,1702336280
407,kangding,30.0513,101.9603,2.46,83,43,0.8,CN,1702336280
408,umm kaddadah,13.6017,26.6876,22.1,14,94,7.95,SD,1702336280
409,manta,-0.95,-80.7333,27.88,83,40,4.92,EC,1702336281
410,escuinapa,22.85,-105.8,27.89,50,1,2.17,MX,1702336050
411,yulinshi,38.2906,109.7494,-6.61,90,5,3.7,CN,1702336281
412,laojunmiao,39.8333,97.7333,0.21,15,51,4.01,CN,1702336281
413,malango,-2.9627,119.9001,21.48,91,82,0.77,ID,1702336281
414,piti village,13.4626,144.6933,29.49,78,40,6.17,GU,1702336281
415,gaspe,48.8334,-64.4819,2.12,100,100,5.14,CA,1702336281
416,igarka,67.4667,86.5833,-23.24,98,100,3.77,RU,1702336282
417,saint-pierre,-21.3393,55.4781,22.82,73,0,2.06,RE,1702336282
418,novyy urengoy,66.0833,76.6333,-25.04,88,100,5.03,RU,1702336282
419,fort st. john,56.2499,-120.8529,-4.15,76,99,0.93,CA,1702336227
420,ak-suu,42.4995,78.527,-6.1,71,87,1.78,KG,1702336282
421,callao,-12.0667,-77.15,21.16,73,40,5.14,PE,1702336124
422,selkirk,50.1436,-96.8845,-2.74,73,57,3.13,CA,1702336151
423,fortuna,40.5982,-124.1573,16.07,86,0,5.14,US,1702336283
424,bouarfa,32.53,-1.95,13.56,45,100,2.04,MA,1702336283
425,puerto lempira,15.2667,-83.7667,27.08,78,75,5.14,HN,1702336283
426,bamboo flat,11.7,92.7167,26.79,82,60,3.98,IN,1702336283
427,naliya,23.2667,68.8333,18.41,77,58,1.99,IN,1702336283
428,ailuk,10.2197,169.9797,27.48,66,71,8.62,MH,1702336283
429,yurty,56.0498,97.6348,-35.98,100,26,0.69,RU,1702336283
430,tamanrasset,22.785,5.5228,13.95,21,0,3.09,DZ,1702336284
431,barcelos,41.5388,-8.6151,17.18,93,100,3.99,PT,1702336284
432,okakarara,-20.5833,17.4333,23.7,23,11,5.57,NA,1702336284
433,greymouth,-42.4667,171.2,12.62,64,93,8.35,NZ,1702336284
434,san matias,-16.3667,-58.4,29.48,62,55,1.1,BO,1702336285
435,kerikeri,-35.2268,173.9474,21.62,62,26,2.24,NZ,1702336205
436,maturin,9.75,-63.1767,24.62,88,96,3.04,VE,1702336285
437,byron bay,-28.65,153.6167,25.95,59,83,1.64,AU,1702336285
438,pacific grove,36.6177,-121.9166,17.91,69,0,3.09,US,1702336285
439,east ballina,-28.8667,153.5833,26.0,61,79,1.52,AU,1702336286
440,yaren,-0.5472,166.916,29.08,74,17,4.77,NR,1702336286
441,kaifeng,34.7911,114.3483,-7.06,96,49,1.01,CN,1702336286
442,bayanaul,50.7889,75.6956,-26.19,93,100,5.03,KZ,1702336286
443,peniche,39.3558,-9.3811,18.09,90,100,3.98,PT,1702336286
444,san antonio de pale,-1.4014,5.6325,26.0,84,100,4.03,GQ,1702336286
445,ghanzi,-21.5667,21.7833,25.28,36,42,1.49,BW,1702336286
446,goundi,9.3627,17.366,21.6,23,73,2.05,TD,1702336287
447,gaigeturi,33.4644,126.3183,11.94,87,100,9.62,KR,1702336287
448,dhidhdhoo,6.8833,73.1,27.86,71,93,0.31,MV,1702336161
449,griffith,41.5284,-87.4237,1.96,74,0,2.57,US,1702336287
450,larache,35.1932,-6.1557,18.52,67,100,0.7,MA,1702336287
451,ponchatoula,30.4388,-90.4415,13.3,62,0,0.43,US,1702336288
452,mejit,10.2753,170.8646,27.07,71,30,8.45,MH,1702336288
453,quellon,-43.1167,-73.6167,11.09,88,100,2.81,CL,1702336288
454,san carlos de bariloche,-41.1456,-71.3082,13.86,47,40,8.75,AR,1702336208
455,boguchany,58.3814,97.4531,-28.97,96,100,0.45,RU,1702336288
456,korla,41.7597,86.1469,-3.63,63,72,1.87,CN,1702336288
457,ahar,38.4774,47.0699,3.53,93,100,0.86,IR,1702336288
458,codrington,-38.2667,141.9667,25.37,60,87,5.5,AU,1702336289
459,tukrah,32.5341,20.5791,17.91,68,87,6.91,LY,1702336289
460,danville,36.586,-79.395,4.6,61,0,2.06,US,1702336038
461,beatrice,40.2681,-96.747,10.05,40,0,1.54,US,1702336289
462,yeniseysk,58.4497,92.1703,-32.81,99,38,0.89,RU,1702336289
463,kupiskis,55.8333,24.9667,0.16,99,100,3.79,LT,1702336289
464,murzuq,25.9155,13.9184,11.99,42,0,2.69,LY,1702336289
465,port lincoln,-34.7333,135.8667,19.49,57,72,5.91,AU,1702336212
466,dharampur,20.5333,73.1833,20.08,62,76,1.18,IN,1702336290
467,andergrove,-21.0833,149.1833,26.47,88,81,10.69,AU,1702336290
468,saham,24.1722,56.8886,19.01,53,49,1.44,OM,1702336290
469,hongqiao,26.7684,112.1081,6.32,75,100,2.57,CN,1702336290
470,krapina,46.1608,15.8789,9.1,85,91,1.65,HR,1702336290
471,yuzhno-kurilsk,44.0306,145.8556,0.76,76,100,4.36,RU,1702336291
472,cidade velha,14.9167,-23.6167,24.26,78,22,6.17,CV,1702336291
473,san,13.3034,-4.8956,24.43,14,0,3.97,ML,1702336291
474,guichon,-32.35,-57.2,22.19,71,0,3.54,UY,1702336239
475,nora,59.5193,15.0398,-1.01,100,99,3.17,SE,1702336291
476,fayzabad,37.1166,70.58,4.64,99,100,1.56,AF,1702336291
477,villa gesell,-37.2639,-56.973,20.03,85,68,7.42,AR,1702336291
478,saint clair,38.55,-89.9168,8.87,48,0,3.6,US,1702336292
479,ortaca,36.8294,28.7708,10.89,100,40,2.06,TR,1702336292
480,ciudad acuna,29.3232,-100.9522,21.16,23,0,5.66,MX,1702336292
481,mandera,3.9366,41.867,29.49,48,100,4.95,KE,1702336292
482,upper grand lagoon,30.1633,-85.7408,12.28,56,0,3.09,US,1702336009
483,nguigmi,14.2495,13.1092,18.55,32,4,5.52,NE,1702336292
484,homer,59.6425,-151.5483,1.94,61,40,3.6,US,1702336292
485,patong,7.8961,98.2966,25.08,84,100,3.24,TH,1702336293
486,mayqayyng,51.4625,75.7986,-25.74,91,98,6.81,KZ,1702336293
487,arauca,7.0847,-70.7591,27.26,66,16,1.8,CO,1702336293
488,tataouine,32.9297,10.4518,14.25,40,0,6.15,TN,1702336293
489,williams lake,52.1415,-122.1445,-0.53,90,100,1.37,CA,1702336293
490,broome,42.2506,-75.833,0.95,87,100,4.63,US,1702336293
491,carazinho,-28.2839,-52.7864,20.4,73,0,1.75,BR,1702336293
492,zhanaozen,43.3,52.8,-9.76,90,85,10.42,KZ,1702336294
493,arsk,56.0915,49.8778,-20.37,89,94,7.23,RU,1702336294
494,severobaykal'sk,55.65,109.3167,-24.16,86,73,3.11,RU,1702336294
495,kapa'a,22.0752,-159.319,28.99,83,20,4.12,US,1702336294
496,papao,-17.75,-149.55,30.82,78,92,10.9,PF,1702336154
497,nuuk,64.1835,-51.7216,1.34,86,100,18.01,GL,1702336221
498,ciudad valles,21.9833,-99.0167,16.7,67,100,1.43,MX,1702336281
499,kirakira,-10.4544,161.9205,29.25,70,81,0.7,SB,1702336295
500,kasongo-lunda,-6.4667,16.8167,22.04,98,100,0.14,CD,1702336295
501,goure,13.9835,10.2704,15.65,35,5,3.9,NE,1702336295
502,wiwili,13.6268,-85.8254,24.24,94,42,2.3,NI,1702336295
503,sisophon,13.5859,102.9737,23.52,81,86,0.53,KH,1702336296
504,lubang,13.8584,120.124,27.28,78,26,9.38,PH,1702336296
505,labytnangi,66.6572,66.4183,-26.93,98,100,3.32,RU,1702336296
506,hasaki,35.7333,140.8333,10.22,88,100,11.32,JP,1702336296
507,viedma,-40.8135,-62.9967,29.08,27,78,10.55,AR,1702336224
508,vila velha,-20.3297,-40.2925,26.97,83,40,5.66,BR,1702336297
509,rakops,-21.0167,24.3333,26.52,53,26,2.7,BW,1702336283
510,nova vicosa,-17.8919,-39.3719,25.68,82,81,7.74,BR,1702336297
511,ulladulla,-35.35,150.4667,25.98,76,97,1.38,AU,1702336297
512,lib,8.3122,167.3766,27.79,72,53,9.53,MH,1702336298
513,tsiombe,-25.3,45.4833,23.89,92,81,1.23,MG,1702336043
514,xi'an,34.2583,108.9286,1.97,88,9,2.77,CN,1702336064
515,ellensburg,46.9965,-120.5479,7.07,85,75,1.79,US,1702336298
516,aswan,24.0934,32.907,18.36,30,50,4.1,EG,1702336298
517,tutoia,-2.7619,-42.2744,27.26,76,67,5.99,BR,1702336299
518,maputo,-25.9653,32.5892,21.33,97,97,2.97,MZ,1702336221
519,la tuque,47.4334,-72.7824,-6.09,89,100,4.39,CA,1702336145
520,le port,-20.9373,55.2919,23.98,96,34,1.21,RE,1702336299
521,warmbaths,-24.8833,28.2833,17.4,91,29,2.62,ZA,1702336299
522,kalevala,65.2,31.1667,-19.95,100,98,1.34,RU,1702336300
523,san rafael,-34.6177,-68.3301,33.85,19,5,6.57,AR,1702336282
524,lodwar,3.1191,35.5973,28.67,45,80,3.56,KE,1702336300
525,arraial do cabo,-22.9661,-42.0278,22.51,93,99,3.68,BR,1702336300
526,al faw,29.9776,48.4741,20.73,38,66,1.72,IQ,1702336300
527,teguise,29.0605,-13.564,20.12,28,87,3.6,ES,1702336301
528,meadow lakes,61.6247,-149.6011,1.72,89,100,0.0,US,1702336301
529,selfoss,63.9331,-20.9971,-2.2,91,58,2.67,IS,1702336301
530,kannauj,27.0546,79.922,13.8,34,0,1.36,IN,1702336301
531,sinop,41.7711,34.8709,7.16,82,99,1.24,TR,1702336301
532,bereznik,62.8551,42.7072,-10.79,94,100,4.34,RU,1702336302
533,atar,20.5169,-13.0499,19.94,17,16,3.67,MR,1702336302
534,belozersk,60.0326,37.7957,-8.34,91,100,5.81,RU,1702336302
535,menongue,-14.6585,17.691,19.09,84,100,4.71,AO,1702336303
536,polyarnyy,69.1989,33.4478,-12.96,91,96,6.91,RU,1702336303
537,kita,13.0349,-9.4895,22.87,15,76,1.75,ML,1702336303
538,baotou,40.6522,109.8222,-4.06,64,0,3.35,CN,1702336303
539,port blair,11.6667,92.75,26.88,82,59,4.01,IN,1702336304
540,okhotsk,59.3833,143.3,-9.49,91,100,1.76,RU,1702336304
541,hirara,24.8,125.2833,21.92,94,100,9.26,JP,1702336305
542,san ignacio,17.1561,-89.0714,24.08,83,40,3.09,BZ,1702336305
543,fort-shevchenko,44.5086,50.263,-7.53,85,98,10.88,KZ,1702336305
544,barreirinhas,-2.7469,-42.8264,27.03,77,55,5.13,BR,1702336267
545,san clemente del tuyu,-36.3569,-56.7235,19.99,85,88,10.09,AR,1702336306
546,cidreira,-30.1811,-50.2056,21.28,82,2,8.05,BR,1702336306
547,ulety,51.3572,112.4849,-29.96,96,45,0.78,RU,1702336306
548,bondo,3.8146,23.6866,23.11,81,100,0.46,CD,1702336307
549,belyy yar,53.6039,91.3903,-36.06,75,58,0.0,RU,1702336307
550,christchurch,-43.5333,172.6333,9.74,88,75,5.14,NZ,1702336133
551,mantua,45.1667,10.7833,3.88,92,66,2.24,IT,1702336307
552,howard springs,-12.497,131.047,30.46,88,90,1.13,AU,1702336307
553,guerrero negro,27.9769,-114.0611,21.22,35,74,4.48,MX,1702336308
554,carauari,-4.8828,-66.8958,24.93,97,100,1.36,BR,1702336308
555,smithers,54.7804,-127.1743,-2.56,94,77,0.12,CA,1702336250
556,suva,-18.1416,178.4415,27.71,61,20,4.63,FJ,1702336308
557,chahar burj,34.2448,62.1917,6.34,66,11,1.96,AF,1702336308
558,adrar,20.5022,-10.0711,17.83,18,0,5.04,MR,1702336309
559,greenville,35.6127,-77.3663,6.01,80,40,0.0,US,1702336042
560,palapye,-22.546,27.1251,20.54,88,64,3.52,BW,1702336309
561,gornopravdinsk,60.05,69.9,-30.1,95,26,1.88,RU,1702336309
562,lata,40.1629,-8.3327,15.6,90,100,2.04,PT,1702336309
563,tancacha,-32.2431,-63.9807,30.12,31,0,6.84,AR,1702336309
564,hiriyur,13.9456,76.6192,20.57,73,72,2.48,IN,1702336310
565,port sudan,19.6175,37.2164,26.7,76,88,2.5,SD,1702336014
566,essaouira,31.5125,-9.77,19.39,60,8,3.94,MA,1702336310
567,havre,49.5833,0.3333,11.22,93,100,3.6,FR,1702336310
568,trevelin,-43.0858,-71.4639,12.71,86,98,1.84,AR,1702336310
569,mata-utu,-13.2816,-176.1745,27.58,76,78,3.92,WF,1702336310
570,kapiri mposhi,-13.9652,28.6809,19.24,86,100,2.36,ZM,1702336310
571,kanniyakumari,8.0833,77.5667,25.59,85,82,8.29,IN,1702336311
572,magdagachi,53.45,125.8,-29.16,85,1,2.58,RU,1702336311
